"SPECCD_ID","SCIENTIFIC","COMMON","MARFIS_CODE"
1701,"MARINE INVERTEBRATA (NS)","MARINE INVERTEBRATES (NS)",NA
1725,"ALLOGROMIA SP.","ALLOGROMIA SP.",NA
1750,"RADIOLARIDA O.","RADIOLARIDA O.",NA
1800,"PROTOCHORDATA SP.","PROTOCHORDATA SP.",NA
1810,"TUNICATA S.P.","TUNICATA S.P.",NA
1815,"MOLGULIDAE F.","MOLGULIDAE F.",NA
1820,"ASCIDIA SP. ADULT","ADULT ASCIDIANS",NA
1821,"ASCIDIA SP.","SEA SQUIRTS",NA
1822,"DENDRODOA SP.","DENDRODOA SP.",NA
1823,"BOLTENIA SP.","SEA POTATO",NA
1824,"PELONAIA SP.","PELONAIA SP.",NA
1825,"ASCIDIA SP. LARVAL","LARVAL ASCIDIANS",NA
1826,"MOLGULA MANHATTENSIS","SEA GRAPES",NA
1827,"HALOCYNTHIA PYRIFORMIS","SEA PEACH",NA
1828,"AMPHIOXUS SP.","SAND BLISTERS",NA
1830,"LARVACEA C.","LARVACEA C.",NA
1831,"OIKOPLEURA SP.","OIKOPLEURA SP.",NA
1840,"SALPIDAE F.","SALPIDAE F.",NA
1845,"THALIACEA C.","THALIACEA C.",NA
1900,"BRYOZOANS P.","BRYOZOANS P.",NA
1901,"FLUSTRA FOLIACEA","LEMONWEED",NA
1910,"ENTOPROCTA P.","ENTOPROCTA P.",NA
1920,"BRYOZOANS ECTOPROCTA P.","BRYOZOANS ECTOPROCTA",NA
1930,"BRYOZOANS BRACHIOPODA P.","LAMPSHELLS",NA
1931,"RHYNCHONELLA SP.","RHYNCHONELLA SP.",NA
1932,"TEREBRATULINA SP.","TEREBRATULINA SP.",NA
1940,"PHORONIDA","PHORONIDA",NA
1941,"PHORONIDAE","PHORONIDAE",NA
2000,"CRUSTACEA C.","CRUSTACEA C.",NA
2001,"CRUSTACEA LARVAE","CRUSTACEA LARVAE",NA
2005,"CRUSTACEAN REMAINS","CRUSTACEAN REMAINS",NA
2010,"DECAPODA LARVAE","DECAPODA LARVAE",NA
2100,"DECAPODA O.","SHRIMPS",NA
2200,"PANDALIDAE F.","PANDALIDAE F.",NA
2210,"PANDALUS SP.","PANDALUS SP.",NA
2211,"PANDALUS BOREALIS","PANDALUS BOREALIS",702
2212,"PANDALUS MONTAGUI","PANDALUS MONTAGUI",712
2213,"ATLANTOPANDALUS PROPINQVUS","WAS PANDALUS PROPINQUUS",NA
2214,"DICHELOPANDALUS LEPTOCERUS","DICHELOPANDALUS LEPTOCERUS",NA
2215,"DICHELOPANDALUS SP.","DICHELOPANDALUS SP.",NA
2219,"PASIPHAEIDAE F.","PASIPHAEIDAE F.",NA
2220,"PASIPHAEA TARDA","SHRIMP",NA
2221,"PASIPHAEA MULTIDENTATA","PASIPHAEA MULTIDENTATA",NA
2240,"PALAEMONIDAE F.","PALAEMONIDAE F.",NA
2245,"PALAEMONETES VULGARIS","COMMON SHORE SHRIMP,COMMON PRAWN",NA
2300,"HIPPOLYTIDAE F.","HIPPOLYTIDAE F.",NA
2309,"HIPPOLYTE ZOSTERICOLA","EEL GRASS SHRIMP",NA
2310,"SPIRONTOCARIS SP.","SPIRONTOCARIS",NA
2311,"SPIRONTOCARIS FABRICII (OBSOLETE)","SPIRONTOCARIS FABRICI",NA
2312,"LEBBEUS POLARIS","LEBBEUS POLARIS",NA
2313,"SPIRONTOCARIS LILJEBORGII","SPIRONTOCARIS LILJEBORGII",NA
2314,"SPIRONTOCARIS MACILENTA (OBSOLETE)","SPIRONTOCARIS MACILENTA",NA
2315,"SPIRONTOCARIS PHIPPSII","SPIRONTOCARIS PHIPPSII",NA
2316,"SPIRONTOCARIS SPINUS","SPIRONTOCARIS SPINUS",NA
2317,"EUALUS PUSIOLUS","EUALUS PUSIOLUS",NA
2318,"CARIDION GORDONI","CARIDION GORDONI",NA
2319,"LEBBEUS GROENLANDICUS","LEBBEUS GROENLANDICUS",NA
2320,"LEBBEUS SP.","LEBBEUS SP.",NA
2321,"LEBBEUS ZEBRA","LEBBEUS ZEBRA",NA
2330,"EUALUS SP.","EUALUS SP.",NA
2331,"EUALUS MACILENTUS","EUALUS MACILENTUS",NA
2332,"EUALUS FABRICII","EUALUS FABRICII",NA
2333,"EUALUS GAIMARDII","EUALUS GAIMARDII",NA
2350,"CLADOCERA O.","CLADOCERA O.",NA
2351,"PODON SP.","PODON SP.",NA
2352,"EVADNE SP.","EVADNE SP.",NA
2400,"CRANGONIDAE F.","CRANGONIDAE   F.",NA
2401,"SNAPPING SHRIMP (OBSOLETE)","SNAPPING SHRIMP",NA
2410,"ARGIS SP.","ARGIS SP.",NA
2411,"ARGIS DENTATA","ARGIS DENTATA",NA
2412,"PONTOPHILUS BREVIROSTRIS","PONTOPHILUS BREVIROSTRIS",NA
2413,"SCLEROCRANGON SP.","SCLEROCRANGON SP.",NA
2414,"SCLEROCRANGON BOREAS","SCLEROCRANGON BOREAS",NA
2415,"PONTOPHILUS NORVEGICUS","PONTOPHILUS NORVEGICUS",NA
2416,"CRANGON SP.","CRANGON SP.",NA
2417,"CRANGON SEPTEMSPINOSA","CRANGON SEPTEMSPINOSA",NA
2420,"SABINEA SP.","SABINEA SP.",NA
2421,"SABINEA SEPTEMCARINATA","SABINEA SEPTEMCARINATA",NA
2450,"PENAEIDAE F.","PENAEIDAE F.",NA
2499,"SHRIMP-LIKE","SHRIMP-LIKE",NA
2507,"CRAB","CRAB",NA
2508,"CALAPPIDAE F.","CALAPPIDAE F.",NA
2509,"CANCRIDAE F.","CANCER CRAB (NS)",NA
2510,"BRACHYURA S.","BRACHIURAN CRABS",NA
2511,"CANCER BOREALIS","JONAH CRAB",703
2512,"CALLINECTES SAPIDUS","BLUE CRAB",NA
2513,"CANCER IRRORATUS","ATLANTIC ROCK CRAB",704
2514,"LIMULUS POLYPHEMUS","HORSESHOE CRAB (AMERICAN)",NA
2515,"PORTUNIDAE F.","PORTUNIDAE F.",NA
2516,"CRAB(ANOMURA)","CRAB(ANOMURA)",NA
2519,"MAJIDAE F.","SPIDER CRAB (NS)",NA
2520,"HYAS SP.","TOAD CRAB,UNIDENT.",NA
2521,"HYAS COARCTATUS","HYAS COARCTATUS",NA
2522,"CHIONOECETES SP. (OBSOLETE)","SPIDER/(QUEEN,SNOW)UNID",NA
2523,"LITHODES MAJA","NORTHERN STONE CRAB",708
2524,"CANCER SP.","CANCER SP.",NA
2525,"LITHODES/NEOLITHODES","SPINY CRAB",709
2526,"CHIONOECETES OPILIO","SNOW CRAB (QUEEN)",705
2527,"HYAS ARANEUS","TOAD CRAB",NA
2528,"NEOLITHODES GRIMALDII","PORCUPINE CRAB",710
2529,"CALAPPA MEGALOPS","CALAPPA MEGALOPS",NA
2531,"CARCINUS MAENAS","GREEN CRAB",711
2532,"CHACEON QUINQUEDENS","RED DEEPSEA CRAB",706
2533,"LYREIDUS BAIRDII","LYREIDUS BAIRDII",NA
2535,"SPIRORBIS SP.","SPIRORBIS SP.",NA
2536,"ERICTHONIUS RUBRICORNIS","ERICTHONIUS RUBRICORNIS",NA
2537,"UNCIOLA IRRORATA","UNCIOLA IRRORATA",NA
2538,"CRAB (OVALIPES SP)","CRAB (OVALIPES SP)",NA
2539,"OVALIPES OCELLATUS","LADY CRAB",NA
2540,"AXIIDAE F.","AXIIDAE F.",NA
2541,"AXIUS SERRATUS","AXIUS SERRATUS",NA
2550,"HOMARUS AMERICANUS","AMERICAN LOBSTER",700
2551,"HOMARUS AMERICANUS LARVAE","LOBSTER LARVAE",NA
2552,"HOMARUS AMERICANUS (SHORT)","SHORT LOBSTER",NA
2553,"HOMARUS AMERICANUS (BERRIED)","BERRIED LOBSTER",NA
2554,"GALATHEIDAE F.","GALATHEIDAE F.",NA
2555,"MUNIDA IRIS","MUNIDA IRIS",NA
2556,"MUNIDA VALIDA","MUNIDA VALIDA",NA
2558,"PAGURUS POLITUS","PAGURUS POLITUS",NA
2559,"PAGURIDAE F.","HERMIT CRABS",NA
2560,"PAGUROIDEA S.F.","PAGUROIDEA S.F.",NA
2561,"PAGURUS SP.","PAGURUS SP.",NA
2562,"PAGURUS ACADIANUS","PAGURUS ACADIANUS",NA
2563,"PAGURUS KROYERI (OBSOLETE)","PAGURUS KROYERI",NA
2564,"PAGURUS PUBESCENS","PAGURUS PUBESCENS",NA
2565,"THALASSINIDAE S.F.","MUD SHRIMP",NA
2566,"MUNIDOPSIS CURVIROSTRA","MUNIDOPSIS CURVIROSTRA",NA
2567,"CALOCARIS MACANDREAE","CALOCARIS MACANDREAE",NA
2568,"PAGURUS ARCUATUS","PAGURUS ARCUATUS",NA
2600,"EUPHAUSIACEA O.","KRILL SHRIMP",NA
2605,"LIMACINA SP.","LIMACINA SP.",NA
2606,"THECOSOMATA O.","THECOSOMATA O.",NA
2610,"EUPHAUSIIDAE F.","EUPHAUSIIDAE F.",NA
2611,"MEGANYCTIPHANES NORVEGICA","MEGANYCTIPHANES NORVEGICA",NA
2612,"EUPHAUSIA SP.","EUPHAUSIA SP.",NA
2613,"EUPHAUSIA KROHNI","EUPHAUSIA KROHNI",NA
2620,"THYSANOESSA SP.","THYSANOESSA SP.",NA
2621,"THYSANOESSA RASCHII","THYSANOESSA RASCHII",NA
2622,"THYSANOESSA INERMIS","THYSANOESSA INERMIS",NA
2623,"THYSANOESSA LONGICAUDATA","THYSANOESSA LONGICAUDATA",NA
2624,"THYSANOESSA ACUTIFRONS","THYSANOESSA ACUTIFRONS",NA
2650,"OSTRACODA S.C.","OSTRACODA S.C.",NA
2699,"EUPHAUSIACEA/MYSIDACEA O.","EUPHAUSIACEA/MYSIDACEA O.",NA
2700,"MYSIDACEA O.","MYSID SHRIMP",NA
2710,"MYSIS SP.","MYSIS SP.",NA
2711,"MYSIS STENOLEPIS","MYSIS STENOLEPIS",NA
2712,"MYSIS MIXTA","MYSIS MIXTA",NA
2713,"MYSIS GASPENSIS","MYSIS GASPENSIS",NA
2714,"MYSIS OCULATA","MYSIS OCULATA",NA
2715,"MYSIDAE F.","MYSIDAE F.",NA
2721,"PSEUDOMMA AFFINE","PSEUDOMMA AFFINE",NA
2722,"PSEUDOMMA TRUNCATUM","PSEUDOMMA TRUNCATUM",NA
2731,"ERYTHROPS ERYTHROPTHALMA","ERYTHROPS ERYTHROPTHALMA",NA
2732,"METERYTHROPS ROBUSTUS","METERYTHROPS ROBUSTUS",NA
2733,"STILOMYSIS GRANDIS","STILOMYSIS GRANDIS",NA
2734,"NEOMYSIS AMERICANA","NEOMYSIS AMERICANA",NA
2735,"BOREOMYSIS TRIDENS","BOREOMYSIS TRIDENS",NA
2790,"PARDALISCA SP.","PARDALISCA SP.",NA
2791,"PARDALISCA CUSPIDATA","PARDALISCA CUSPIDATA",NA
2792,"PARDALISCA TENUIPES","PARDALISCA TENUIPES",NA
2800,"AMPHIPODA O.","AMPHIPODA O.",NA
2801,"HYPERIA MEDUSARUM","AMPHIPOD",NA
2802,"HYPERIA OCULATA","AMPHIPOD",NA
2803,"ARRHIS PHYLLONIX","AMPHIPODS",NA
2804,"NEOHELA MONSTROSA","NEOHELA MONSTROSA",NA
2805,"PARAMPHITHOE HYSTRIX","PARAMPHITHOE HYSTRIX",NA
2806,"PARDALISCIDAE F.","PARDALISCIDAE F.",NA
2807,"PLEUSTIDAE F.","PLEUSTIDAE F.",NA
2808,"MAERA SP.","MAERA SP.",NA
2809,"PARATHEMISTO SP.","PARATHEMISTO SP.",NA
2810,"HYPERIA SP.","HYPERIA SP.",NA
2811,"GAMMARIDAE F.","GAMMARIDAE F.",NA
2812,"MELITA DENTATA","MELITA DENTATA",NA
2813,"CASCO BIGELOWI","CASCO BIGELOWI",NA
2814,"MELITA SP.","MELITA SP.",NA
2815,"STENOTHOE BREVICORNIS","STENOTHOE BREVICORNIS",NA
2816,"HAPLOOPS SP.","HAPLOOPS SP.",NA
2817,"DULICHIA SPINOSISSIMA","DULICHIA SPINOSISSIMA",NA
2818,"DULICHIA MONACANTHA","DULICHIA MONACANTHA",NA
2819,"GAMMARIDEA S.O.","WHITE,G. AMPHI",NA
2820,"GAMMARUS SP.","GAMMARUS SP.",NA
2821,"CERADOCUS TORELLI","CERADOCUS TORELLI",NA
2822,"LEPTOCHEIRUS PINGUIS","PURPLE AMPHI",NA
2823,"UNCIOLA SP.","RED AMPHI",NA
2824,"ISOPODA O.","RED ISOPOD",NA
2825,"MAERA LOVENI","MAERA LOVENI",NA
2826,"PLEUSTES MEDIUS","PLEUSTES MEDIUS",NA
2827,"DULICHIA SP.","DULICHIA SP.",NA
2828,"TIRON SP.","TIRON SP.",NA
2829,"HIPPOMEDON SERRATUS","HIPPOMEDON SERRATUS",NA
2830,"LYSIANASSIDAE F.","LYSIANASSIDAE F.",NA
2831,"ORCHOMONELLA SP.","ORCHOMONELLA SP.",NA
2832,"TMETONYX SP.","TMETONYX SP.",NA
2833,"ANONYX SP.","ANONYX SP.",NA
2834,"ORCHOMONELLA PINGUIS","ORCHOMONELLA PINGUIS",NA
2835,"HIPPOMEDON DENTERULATUS","HIPPOMEDON DENTERULATUS",NA
2836,"HIPPOMEDON PROPINQUUS","HIPPOMEDON PROPINQUUS",NA
2837,"TMETONYX CICADA","TMETONYX CICADA",NA
2838,"HIPPOMEDON SP.","HIPPOMEDON SP.",NA
2839,"UNCIOLA INERMIS","UNCIOLA INERMIS",NA
2840,"COROPHIIDAE F.","COROPHIIDAE F.",NA
2841,"AORIDAE F.","AORIDAE F.",NA
2842,"PAROEDICEROS SP.","PAROEDICEROS SP.",NA
2843,"LILLJEBORGIA SP.","LILLJEBORGIA SP.",NA
2844,"ANONYX SARSI","ANONYX SARSI",NA
2845,"PHOXOCEPHALIDAE F.","PHOXOCEPHALIDAE F.",NA
2846,"RHACHOTROPIS SP.","RHACHOTROPIS SP.",NA
2847,"RHACHOTROPIS INFLATA","RHACHOTROPIS INFLATA",NA
2848,"RHACHOTROPIS ACULEATA","RHACHOTROPIS ACULEATA",NA
2849,"HARPINIA PROPINQUA","HARPINIA PROPINQUA",NA
2850,"TIRONIDAE F.","TIRONIDAE F.",NA
2851,"SYRRHOE SP.","SYRRHOE SP.",NA
2852,"HARPINIA SP.","HARPINIA SP.",NA
2853,"PHOXOCEPHALUS HOLBOLLI","PHOXOCEPHALUS HOLBOLLI",NA
2854,"PHOXOCEPHALUS SP.","PHOXOCEPHALUS SP.",NA
2855,"AMPELISCIDAE F.","AMPELISCIDAE F.",NA
2856,"HAPLOOPS LAEVIS","HAPLOOPS LAEVIS",NA
2857,"AMPELISCA AGASSIZI","FOUR-EYED AMPHIPOD",NA
2858,"AMPELISCA SP.","AMPELISCA SP.",NA
2859,"GAMMAROPSIS MACULATUS","GAMMAROPSIS MACULATUS",NA
2860,"AMPHITHOIDAE F.","AMPHITHOIDAE F.",NA
2861,"ROZINANTE FRAGILIS","ROZINANTE FRAGILIS",NA
2862,"HARPINIA CRENULATA","HARPINIA CRENULATA",NA
2863,"BYBLIS SERRATA","BYBLIS SERRATA",NA
2864,"AMPELISCA MACROCEPHALA","AMPHIPOD",NA
2865,"PONTOGENEIIDAE F.","PONTOGENEIIDAE F.",NA
2866,"NEOPLEUSTES PULCHELLUS","NEOPLEUSTES PULCHELLUS",NA
2867,"PLEUSTES PANOPLA","PLEUSTES PANOPLA",NA
2868,"ANONYX LILLJEBORGI","ANONYX LILLJEBORGI",NA
2869,"ORCHOMONELLA MINUTA","ORCHOMONELLA MINUTA",NA
2870,"CAPRELLIDAE F.","CAPRELLIDAE F.",NA
2871,"CAPRELLA LINEARIS","CAPRELLA LINEARIS",NA
2872,"CAPRELLA SEPTENTRIONALIS","CAPRELLA SEPTENTRIONALIS",NA
2873,"AEGININA LONGICORNIS","AEGININA  LONGICORNIS",NA
2874,"CAPRELLA SP.","CAPRELLA SP.",NA
2875,"HELIRAGES FULVOCINCTUS","HELIRAGES FULVOCINCTUS",NA
2876,"HALIRAGOIDES INERMIS","HALIRAGOIDES INERMIS",NA
2877,"SYRRHOE CRENULATA","SYRRHOE CRENULATA",NA
2878,"ISCHYROCEROS ANGUIPES","ISCHYROCEROS ANGUIPES",NA
2879,"MONOCULODES BOREALIS","MONOCULODES BOREALIS",NA
2880,"OEDICEROTIDAE F.","OEDICEROTIDAE F.",NA
2881,"MONOCULODES SP.","MONOCULODES SP.",NA
2882,"PAROEDICEROS LYNCEUS","PAROEDICEROS LYNCEUS",NA
2883,"PAROEDICEROS PROPINGUIS","PAROEDICEROS PROPINGUIS",NA
2884,"PAROEDICEROS LONGIMANUS","PAROEDICEROS LONGIMANUS",NA
2885,"MONOCULODES EDWARDSI","MONOCULODES EDWARDSI",NA
2886,"MONOCULODES LATIMANUS","MONOCULODES ELATIMANUS",NA
2887,"RACHOTROPIS OCULATA","RACHOTROPIS OCULATA",NA
2890,"ISCHYROCEROS SP.","ISCHYROCEROS SP.",NA
2891,"NYMPH0N LONGITARSE","NYMPHON LONGITARSE",NA
2892,"NYMPHON MACRUM","NYMPHON MACRUM",NA
2893,"NYMPHON SP.","NYMPHON SP.",NA
2894,"HAUSTORIIDAE","HAUSTORIIDAE",NA
2895,"PRISCILLINA ARMATA","PRISCILLINA ARMATA",NA
2896,"ANURIDA MARITIMA","ANURIDA MARITIMA",NA
2897,"ISCHYROCERIDAE F.","ISCHYROCERIDAE F.",NA
2898,"DYOPEDOS PORRECTUS","DYOPEDOS PORRECTUS",NA
2899,"CLAUSOCALANUS SP.","CLAUSOCALANUS SP.",NA
2900,"COPEPODA S.C.","COPEPODA S.C.",NA
2901,"COPEPODA S.C.,LARGE","COPEPODS MORE THAN 3 MM",NA
2902,"COPEPODA S.C.,SMALL","COPEPODS 3 MM OR LESS",NA
2903,"HYPERIA GALBA","BIG-EYED AMPHIPOD",NA
2904,"PARATHEMISTO COMPRESSA","PARATHEMISTO COMPRESSA",NA
2905,"HYPERIIDEA S.O.","HYPERIIDEA S.O.",NA
2906,"HYPERIIDAE F.","HYPERIIDAE F.",NA
2907,"PARATHEMISTO OBLIVIA","PARATHEMISTO OBLIVIA",NA
2908,"MONSTRILLA SP.","COPEPOD",NA
2909,"PARACALANUS,CLAUSOCALANUS,CALOCALANUS SP.","PARACALANUS,CLAUSOCALANUS,CALOCALANUS",NA
2910,"CALANUS SP.","CALANUS SP.",NA
2911,"CALANUS FINMARCHICUS","CALANUS FINMARCHICUS",NA
2912,"CALANUS HYPERBOREUS","CALANUS HYPERBOREUS",NA
2913,"CANDACIA SP.","CANDACIA SP.",NA
2914,"CENTROPAGES SP.","CENTROPAGES SP.",NA
2915,"CANDACIA ARMATA","CANDACIA ARMATA",NA
2916,"CENTROPAGES BRADYI","CENTROPAGES BRADYI",NA
2917,"PSEUDOCALANUS SP.","PSEUDOCALANUS SP.",NA
2918,"PSEUDOCALANUS ELONGATUS","PSEUDOCALANUS ELONGATUS",NA
2919,"TEMORA SP.","TEMPORA SP.",NA
2920,"OITHONA SP.","OITHONA SP.",NA
2921,"EUCHAETA NORVEGICA","EUCHAETA NORVEGICA",NA
2922,"EUCHIRELLA SP.","EUCHIRELLA SP.",NA
2923,"ACARTIA LONGIREMIS","ACARTIA LONGIREMIS",NA
2924,"METRIDIA LUCENS","METRIDIA LUCENS",NA
2925,"METRIDIA LONGA","METRIDIA LONGA",NA
2926,"PLEUROMAMMA SP.","PLEUROMAMMA SP.",NA
2927,"SPHYRION LUMPI","SPHYRION LUMPI",NA
2928,"OITHONA SIMILIS","OITHONA SIMILIS",NA
2929,"LERNAEOCERA BRANCHIALIS","LERNAEOCERA BRANCHIALIS",NA
2930,"OITHONA SPINIROSTRIS","OITHONA SPINIROSTRIS",NA
2931,"CLAVELLA SP.","CLAVELLA SP.",NA
2932,"PARACALANUS SP.","PARACALANUS SP.",NA
2933,"METRIDIA SP.","METRIDIA SP.",NA
2934,"PARACALANUS PARVUS","PARACALANUS PARVUS",NA
2935,"CENTROPAGES TYPICUS","CENTROPAGES TYPICUS",NA
2936,"TEMORA LONGICORNIS","TEMORA LONGICORNIS",NA
2937,"MICROCALANUS PUSILLUS","MICROCALANUS PUSILLUS",NA
2938,"COPEPODA,NAUPLII","COPEPODA,NAUPLII",NA
2939,"CALANOIDA O.","CALANOIDA O.",NA
2940,"TANAIDAE F.","TANAIDAE F.",NA
2941,"PARATHEMISTO GAUDICHAUDI","PARATHEMISTO GAUDICHAUDI",NA
2942,"AETIDEUS ARMATUS","AETIDEUS ARMATUS",NA
2943,"CALIGUS SP.","CALIGUS SP.",NA
2945,"CYCLOPOIDA O.","CYCLOPOIDA O.",NA
2946,"PHRONIMA SP.","PHRONIMA SP.",NA
2950,"JANIRA ALTA","JANIRA ALTA",NA
2960,"NEBALIA BIPES","NEBALIA SHRIMP",NA
2961,"NEBALIA SP.","NEBALIA SP.",NA
2962,"EUDORELLOPSIS BIPLICATA","EUDORELLOPSIS BIPLICATA",NA
2963,"EUDORELLOPSIS INTEGRA","EUDORELLOPSIS INTEGRA",NA
2965,"EUDORELLA SP.","EUDORELLA SP.",NA
2966,"EUDORELLA TRUNCATULA","EUDORELLA TRUNCATULA",NA
2967,"SPHAEROMA QUADRIDENTATUM","SEA PILL BUG",NA
2968,"CIROLANA SP.","CIROLANA SP.",NA
2969,"LEUCONIDAE F.","LEUCONIDAE F.",NA
2970,"CUMACEA O.","CUMACEA O.",NA
2971,"DIASTYLIS SP.","DIASTYLIS SP.",NA
2972,"DIASTYLIS RATHKEI","DIASTYLIS RATHKEI",NA
2973,"DIASTYLIS POLITA","DIASTYLIS POLITA",NA
2974,"LEPTOCUMA MINOR","LEPTOCUMA MINOR",NA
2975,"LEUCON NASICOIDES","LEUCON NASICOIDES",NA
2976,"EUDORELLA EMARGINATA","EUDORELLA EMARGINATA",NA
2977,"CAMPYLASPIS SP.","CAMPYLASPIS SP.",NA
2978,"DIASTYLIS QUADRISPINOSA","DIASTYLIS QUADRISPINOSA",NA
2979,"EUDORELLA PUSILLA","EUDORELLA PUSILLA",NA
2980,"ISOPODA O.","ISOPODA O.",NA
2981,"AEGA PSORA","AEGA PSORA",NA
2982,"IDOTEA BALTICA","IDOTEA BALTICA",NA
2983,"IDOTEA PHOSPHOREA","IDOTEA PHOSPHOREA",NA
2984,"CHIRIDOTEA TUFTSI","CHIRIDOTEA TUFTSI",NA
2985,"SYNIDOTEA NODULOSA","SYNIDOTEA NODULOSA",NA
2986,"MUNNOPSIS TYPICA","MUNNOPSIS TYPICA",NA
2987,"PHRYXUS ABDOMINALIS","PHRYXUS ABDOMINALIS",NA
2988,"BOPYROIDES HIPPOLYTES","BOPYROIDES HIPPOLYTES",NA
2989,"EDOTEA TRILOBA","BROWN ISOPOD",NA
2990,"CIRRIPEDIA S.C.","BARNACLES",NA
2991,"CIROLANIDAE F.","CIROLANIDAE F.",NA
2992,"IDOTEIDAE F.","IDOTEIDAE F.",NA
2993,"GNATHIA CERINA","GNATHIA CERINA",NA
2994,"JAERA MARINA","LITTLE SHORE ISOPOD",NA
2995,"BALANIDAE F.","BALANIDAE F.",NA
2996,"IDOTEA SP.","IDOTEA SP.",NA
2997,"CHIRIDOTEA SP.","CHIRIDOTEA SP.",NA
2998,"CIROLANA POLITA","CIROLANA POLITA",NA
2999,"CALATHURA BRANCHIATA","ISOPOD",NA
3000,"ANNELIDA P.","SEGMENTED WORMS",NA
3030,"AEGIDAE F.","AEGIDAE F.",NA
3050,"ANTHURIDEA S.O.","ANTHURIDEA S.O.",NA
3051,"ANTHURIDAE F.","ANTHURIDAE F.",NA
3085,"EUNICIDAE F.","EUNICIDAE F.",NA
3086,"ETEONE LONGA","PADDLE WORM",NA
3087,"ETEONE FLAVA","PADDLE WORM",NA
3088,"PHYLLODOCE MACULATA","PHYLLODOCE MACULATA",NA
3089,"PHYLLODOCE MUCOSA","PHYLLODOCE MUCOSA",NA
3090,"DORVILLEIDAE F.","DORVILLEIDAE F.",NA
3100,"POLYCHAETA C.","BRISTLE WORMS",NA
3101,"POLYCHAETA C.,LARGE","LARGE POLYCHAETE, 3MM DIA",NA
3102,"POLYCHAETA C.,SMALL","SMALL POLYCHAETE )3MM DIA",NA
3103,"LUMBRINERIS SP.","LUMBRINERIS SP.",NA
3104,"NEPHTYS SP.","NEPHTYS SP.",NA
3105,"STERNASPIS SP.","STERNASPIS SP.",NA
3106,"POLYCHAETA LARVAE","POLYCHAETA LARVAE",NA
3107,"ARABELLIDAE F.","ARABELLIDAE F.",NA
3108,"DRILONEREIS MAGNA","ARABELLID THREAD WORM",NA
3109,"EUNICE PENNATA","EUNICE PENNATA",NA
3110,"PHYLLODOCE SP.","PHYLLODOCE SP.",NA
3111,"PHYLLODOCE GROENLANDICA","PHYLLODOCE GROENLANDICA",NA
3112,"ETEONE SP.","PADDLE WORMS",NA
3113,"ETEONE TRILINEATA","PADDLE WORM",NA
3114,"PHYLLODOCIDAE F.","PHYLLODOCIDAE F.",NA
3115,"NEPHTYIDAE F.","NEPHTYIDFAE F.",NA
3116,"ARABELLA IRICOLOR","OPAL WORM",NA
3117,"LUMBRINEREIDAE F.","LUMBRINEREIDAE F.",NA
3118,"LUMBRINERIS TENUIS","LUMBRINERIS TENUIS",NA
3119,"NINOE NIGRIPES","NINOE NIGRIPES",NA
3120,"GONIADA MACULATA","GONIADA MACULATA",NA
3121,"GONIADA SP.","CHEVRON WORMS",NA
3122,"LUMBRINERIS FRAGILIS","LUMBRINERIS FRAGILIS",NA
3123,"LUMBRINERIS LATREILLI","LUMBRINERIS LATREILLI",NA
3124,"GONIADIDAE F.","GONIADIDAE F.",NA
3125,"NICOMACHE CANADENSIS","NICOMACHE CANADENSIS",NA
3126,"SYLLIDAE F.","SYLLIDAE F.",NA
3127,"GONIADA NORVEGICA","GONIADA NORVEGICA",NA
3128,"EXOGONE VERUGERA","EXOGONE VERUGERA",NA
3129,"MELINNIA ELIZABETHAE","MELINNIA ELIZABETHAE",NA
3130,"NEREIS SP.","NEREIS SP.",NA
3131,"NEREIS PELAGICA","NEREIS PELAGICA",NA
3132,"NEREIS GRAYI","NEREIS GRAYI",NA
3133,"CAPITELLIDAE F.","CAPITELLIDAE F.",NA
3134,"TOMOPTERIDAE F.","TOMOPTERIDAE F.",NA
3135,"NEREIS ZONATA","NEREIS ZONATA",NA
3136,"POTAMILLA RENIFORMIS","POTAMILLA RENIFORMIS",NA
3137,"MELINNA CRISTATA","AMPHARETID WORM",NA
3138,"SABELLIDAE F.","SABELLIDAE F.",NA
3139,"PECTINARIIDAE F.","PECTINARIIDAE F.",NA
3140,"SABELLA SP.","SABELLA SP.",NA
3141,"RHODINE SP.","RHODINE SP.",NA
3142,"PECTINARIA GOULDII","TRUMPET WORM",NA
3143,"MALDANIDAE F.","FILAMENT TUBE WORM",NA
3144,"PECTINARIA SP.","PECTINARIA SP.",NA
3145,"PRAXILLELLA SP.","PRAXILLELLA SP.",NA
3146,"AMPHARETIDAE F.","AMPHARETIDAE F.",NA
3147,"POTAMILLA NEGLECTA","FAN WORM",NA
3148,"AMPHITRITE SP.","TEREBELLID WORM",NA
3149,"PECTINARIA GRANULATA","PECTINARIA GRANULATA",NA
3150,"NEREIDAE F.","NEREIDAE F.",NA
3151,"TEREBELLIDES STROEMI","TEREBELLIDES STROEMI",NA
3152,"SCALIBREGMA INFLATUM","SCALIBREGMA INFLATUM",NA
3153,"OPHELIIDAE","OPHELIIDAE F.",NA
3154,"SAMYTHA SEXCIRRATA","SAMYTHA SEXCIRRATA",NA
3155,"ANOBOTHRUS GRACILIS","ANOBOTHRUS GRACILIS",NA
3156,"OPHELIA LIMACINA","OPHELIA LIMANCIA",NA
3157,"OPHELIA ACUMINUTA","OPHELIA ACUMINUTA",NA
3158,"APISTOBRANCHIDAE F.","APISTOBRANCHIDAE F.",NA
