SPECCD_ID,SCIENTIFIC,COMMON,MARFIS_CODE,MARFIS_COMM,,SPECIES_CODE,SPECIES_NAME,,,,,
616,GYMNELIS VIRIDIS,FISH DOCTOR,,,,,,,,,,
617,LYCENCHELYS PAXILLUS,COMMON WOLF EEL,,,,,,,,,,
618,LYCENCHELYS SARSI,SARS WOLF EEL,,,,,,,,,,
619,LYCODES TERRAENOVA,"EELPOUT,NEWFOUNDLAND",,,,,,,,,,
620,LYCODES LAVALAEI,LAVAL'S EELPOUT,,,,,,,,,,
621,PHOLIS GUNNELLUS,ROCK GUNNEL(EEL),,,,,,,,,,
622,LUMPENUS LUMPRETAEFORMIS,SNAKE BLENNY,,,,,,,,,,
623,LUMPENUS MACULATUS,DAUBED SHANNY,,,,,,,,,,
624,STICHAEUS PUNCTATUS,ARCTIC SHANNY,,,,,,,,,,
625,ULVARIA SUBBIFURCATA,RADIATED SHANNY,,,,,,,,,,
626,EUMESOGRAMMUS PRAECISUS,4-LINE SNAKE BLENNY,,,,,,,,,,
627,LYCODES PALLIDUS,PALE EELPOUT,,,,,,,,,,
628,LYCODES POLARIS,POLAR EELPOUT,,,,,,,,,,
629,CHIROLOPHUS ASCANII,YARRELL'S BLENNY,,,,,,,,,,
630,CRYPTACANTHODES MACULATUS,WRYMOUTH,185,WRYMOUTH,,,,,,,,
631,LUMPENUS FABRICII,SLENDER EELBLENNY,,,,,,,,,,
632,LUMPENUS MEDIUS,STOUT EELBLENNY,,,,,,,,,,
633,PHOLIS FASCIATA,BANDED GUNNEL,,,,,,,,,,
634,ANGUILLOIDEI S.O.,UNIDENTIFIED EELS,,,,,,,,,,
635,CALLIONYMIDAE F.,DRAGONETS,,,,,,,,,,
636,PERCIFORMES O.,PERCHLIKE FISHES,,,,,,,,,,
637,FOETOREPUS AGASSIZI,SPOTFIN DRAGONET,,,,,,,,,,
638,SERRIVOMER BREVIDENTATUS,SERRIVOMER BREVIDENTATUS,,,,,,,,,,
639,STICHAEIDAE F.,PRICKLEBACKS,,,,,,,,,,
640,MACROZOARCES AMERICANUS,OCEAN POUT(COMMON),,,,,,,,,,
641,LYCODES RETICULATUS,ARCTIC EELPOUT,,,,,,,,,,
642,LYCODES SP.,EELPOUTS(NS),,,,,,,,,,
643,LYCODES ESMARKI,VACHON'S EELPOUT,,,,,,,,,,
644,BLENNIOIDEI S.O.,"BLENNIES,SHANNIES,GUNNELS",,,,,,,,,,
645,STICHAEIDAE F.,SHANNY-UNIDENTIFIED,,,,,,,,,,
646,MELANOSTIGMA ATLANTICUM,ATLANTIC SOFT POUT,,,,,,,,,,
647,LYCODES VAHLII,SHORTTAILED EELPOUT(VAHL),,,,,,,,,,
648,ANGUILLIDAE F.,EEL-UNIDENTIFIED,,,,,,,,,,
649,OPHIDIIDAE,CUSK-EELS INCLUDES BROTULIDAE F.,,,,,,,,,,
650,LEPOPHIDIUM PROFUNDORUM,FAWN CUSK EEL,,,,,,,,,,
651,ANGUILLA ANGUILLA,EUROPEAN EEL,,,,,,,,,,
652,PERCOIDEI S.O.,PERCOIDEI F.,,,,,,,,,,
653,CALLIONYMUS BAIRDI,CORAL DRAGONET,,,,,,,,,,
654,OPHIDION SELENOPS,MOONEYE CUSK-EEL,,,,,,,,,,
655,BYTHITIDAE F.,BYTHITIDAE F.,,,,,,,,,,
656,SERRIVOMER SP.,SERRIVOMER SP.,,,,,,,,,,
657,CALLIONYMUS SP.,CALLIONYMUS SP.,,,,,,,,,,
658,CALLIONYMUS PAUCIRADIATUS,CALLIONYMUS PAUCIRADIATUS,,,,,,,,,,
659,FACCIOLELLA SP.,FACCIOLELLA SP.,,,,,,,,,,
660,OPHIDIOIDEI S.O.,CUSK EELS (NS),,,,,,,,,,
661,HEMANTHIAS VIVANUS,RED BARBIER,,,,,,,,,,
662,NOTACANTHIDAE F.,SPINY EELS (NS),,,,,,,,,,
663,DIPLECTRUM SP.,DIPLECTRUM SP.,,,,,,,,,,
664,MYCTEROPERCA SP.,SEA BASSES,,,,,,,,,,
665,MELANOSTOMIATIDAE (STOMIATIDAE) F.,"DRAGONFISHES,SMOOTH",,,,,,,,,,
666,LESTIDIUM ATLANTICUM,LESTIDIUM ATLANTICUM,,,,,,,,,,
667,VINCIGUERRIA POWERIAE,VINCIGUERRIA POWERIAE,,,,,,,,,,
668,ANTHIAS SP.,ANTHIAS SP.,,,,,,,,,,
669,ATHERINIDAE F.,ATHERINIDAE F.,,,,,,,,,,
670,EUSTOMIAS FISSIBARBIS,EUSTOMIAS FISSIBARBIS,,,,,,,,,,
671,VINCIGUERRIA ATTENUATA,VINCIGUERRIA ATTENUATA,,,,,,,,,,
672,PONTINUS SP.,PONTINUS,,,,,,,,,,
673,SYNAGROPS SPINOSA,SYNAGROPS SPINOSA,,,,,,,,,,
674,PARALEPIS COREGONOIDES,PARALEPIS COREGONOIDES,,,,,,,,,,
675,SYNGNATHUS DUNCKERI,PUGNOSE PIPEFISH,,,,,,,,,,
676,SYNGNATHUS SPRINGERI,BULL PIPEFISH,,,,,,,,,,
677,EPIGONUS DENTICULATUS,EPIGONUS DENTICULATUS,,,,,,,,,,
678,HEMIRAMPHUS BRASILIENSIS,BALLYHOO,,,,,,,,,,
679,VALENCIENNELLUS TRIPUNCTULATUS,VALENCIENNELLUS TRIPUNCTULATUS,,,,,,,,,,
680,STOMIATIFORMES (ORDER),STOMIATIFORMES,,,,,,,,,,
681,SCOPELARCHUS ANALIS,SCOPELARCHUS ANALIS,,,,,,,,,,
682,HIRUNDICHTHYS AFFINIS,FOURWING FLYING FISH,,,,,,,,,,
683,ONEIRODIDAE F.,F.ONEIRODIDAE,,,,,,,,,,
684,VINCIGUERRIA NIMBARIA,VINCIGUERRIA NIMBARIA,,,,,,,,,,
685,APOGON PSEUDOMACULATUS,TWOSPOT CARDINALFISH,,,,,,,,,,
686,MELAMPHAES SP.,MELAMPHAES SP.,,,,,,,,,,
687,CERATIOIDEI S.O.,CERATIOIDEI S.O.,,,,,,,,,,
688,LESTIDIOPS JAYAKARI,LESTIDIOPS JAYAKARI,,,,,,,,,,
689,TRICHIURIDAE F.,CUTLASSFISHES (NS),,,,,,,,,,
690,BREGMACEROS SP.,BREGMACEROS SP.,,,,,,,,,,
691,SUDIS HYALINA,SUDIS HYALINA,,,,,,,,,,
692,DIODONTIDAE F.,PORCUPINEFISHES (NS),,,,,,,,,,
693,SYMPHURUS MINOR,LARGESCALE TONGUEFISH,,,,,,,,,,
694,OGCOCEPHALIDAE F.,BATFISHES,,,,,,,,,,
695,DIPLECTRUM FORMOSUM,SAND PERCH,,,,,,,,,,
696,CYCLOTHONE ACCLINIDENS,CYCLOTHONE ACCLINIDENS,,,,,,,,,,
697,APOGONIDAE F.,CARDINAL FISHES,,,,,,,,,,
698,EPINEPHELUS NIVEATUS,SNOWY GROUPER,,,,,,,,,,
699,POLYPRION AMERICANUS,ATLANTIC WRECKFISH,,,,,,,,,,
700,ARGYROPELECUS ACULEATUS,ATLANTIC SILVER HATCHFISH,,,,,,,,,,
701,PEPRILUS TRIACANTHUS,BUTTERFISH,,,,,,,,,,
702,SYNGNATHUS FUSCUS,NORTHERN PIPEFISH,,,,,,,,,,
703,SYNGNATHUS PELAGICUS,PELAGIC PIPEFISH,,,,,,,,,,
704,ZENOPSIS OCELLATA,AMERICAN JOHN DORY,,,,,,,,,,
705,ARGYROPELECUS GIGAS,ARGYROPELECUS GIGAS,,,,,,,,,,
706,ARGYROPELECUS HEMIGYMNUS,ARGYROPELECUS HEMIGYMNUS,,,,,,,,,,
707,ARGYROPELECUS LYCHNUS LYCHNUS,ARGYROPELECUS LYCHNUS LYC,,,,,,,,,,
708,POLYIPNUS ASTEROIDES,POLYIPNUS ASTEROIDES,,,,,,,,,,
709,STERNOPTYX DIAPHANA,TRANSPARENT HATCHETFISH,,,,,,,,,,
710,ALEPISAURUS FEROX,LONGNOSE LANCETFISH,,,,,,,,,,
711,PARALEPIS ATLANTICA,SHORT BARRACUDINA,,,,,,,,,,
712,NOTOLEPIS RISSOI,WHITE BARRACUDINA,,,,,,,,,,
713,PARALEPIDIDAE F.,"BARRACUDINA,UNIDENTIFIED",,,,,,,,,,
714,BENTHODESMUS SIMONYI,SIMONYI'S FROSTFISH,,,,,,,,,,
715,SERRANIDAE F.,SEA BASSES,,,,,,,,,,
716,BOROSTOMIAS ANTARCTICUS,STRAIGHTLINE DRAGONFISH,,,,,,,,,,
717,GRAMMATOSTOMIAS DENTATUS,TORPEDO DRAGONFISH,,,,,,,,,,
718,MELANOSTOMIAS SPILORHYNCHUS,BLUENOSE DRAGONFISH,,,,,,,,,,
719,ODONTOSTOMIAS SP.,ODONTOSTOMIAS SP.,,,,,,,,,,
720,SCOMBERESOX SAURUS,"ATLANTIC SAURY,NEEDLEFISH",,,,,,,,,,
721,TRIGONOLAMPA MIRICEPS,THREELIGHT DRAGONFISH,,,,,,,,,,
722,BATHOPHILUS METALLICUS,BATHOPHILUS METALLICUS,,,,,,,,,,
723,IDIACANTHUS FASCIOLA,RIBBON SAWTAILFISH,,,,,,,,,,
724,ALEPOCEPHALUS BAIRDII,BAIRDS SMOOTHEAD,,,,,,,,,,
725,XENODERMICHTHYS COPEI,ATLANTIC GYMNAST,,,,,,,,,,
726,MENTODUS ROSTRATUS,MENTODUS ROSTRATUS,,,,,,,,,,
727,NOTOLEPIS RISSOI,WHITE BARRACUDINA,,,,,,,,,,
728,PARALEPIS ATLANTICA ATLANTICA,SHORT BARRACUDINA,,,,,,,,,,
729,OMOSUDIS LOWEI,OMOSUDIS LOWEI,,,,,,,,,,
730,MOLA MOLA,OCEAN SUNFISH,,,,,,,,,,
731,ALEPISAURUS BREVIROSTRIS,SHORTNOSE LANCETFISH,,,,,,,,,,
732,ANOTOPTERUS PHARAO,DAGGERTOOTH,,,,,,,,,,
733,EVERMANNELLA SP.,EVERMANNELLA SP.,,,,,,,,,,
734,CYPSELURUS FURCATUS,SPOTFIN FLYINGFISH,,,,,,,,,,
735,CYPSELURUS HETERURUS,ATLANTIC FLYINGFISH,,,,,,,,,,
736,HIRUNDICHTHYS RONDELETTI,BLACKWING FLYINGFISH,,,,,,,,,,
737,HYPORHAMPHUS SP.,COMMON HALFBEAK,,,,,,,,,,
738,FUNDULUS DIAPHANUS,BANDED KILLIFISH,,,,,,,,,,
739,POLYACANTHONOTUS RISSOANUS,SHORTSPINE TAPIRFISH,,,,,,,,,,
740,NOTACANTHUS CHEMNITZII,SPINY EEL,,,,,,,,,,
741,STERNOPTYCHIDAE F.,HATCHETFISH,,,,,,,,,,
742,DIBRANCHUS ATLANTICUS,ATLANTIC BATFISH,,,,,,,,,,
743,HYPEROGLYPHE PERCIFORMIS,AMERICAN BARRELFISH,,,,,,,,,,
744,POLYMIXIA NOBILIS,STOUT BEARD FISH,,,,,,,,,,
745,GONOSTOMATIDAE F. (NS),ANGLEMOUTH,,,,,,,,,,
746,SPHOEROIDES MACULATUS,NORTHERN PUFFER,,,,,,,,,,
747,CORYPHAENA HIPPURUS,DOLPHIN(COMMON),,,,,,,,,,
748,EXOCOETIDAE F.,FLYING FISH(UNIDENTIFIED),,,,,,,,,,
749,CONOCARA SALMONEA,SLICKHEAD,,,,,,,,,,
750,HOWELLA BRODIEI,CARDINALFISH,,,,,,,,,,
751,PONTINUS RATHBUNI,HIGHFIN SCORPIONFISH,,,,,,,,,,
752,POLLICHTHYS MAULI,MAULS ANGLEMOUTH,,,,,,,,,,
753,CYCLOTHONE ALBA,ALBINO ANGLEMOUTH,,,,,,,,,,
754,CYCLOTHONE BRAUERI,BRAUERS ANGLEMOUTH,,,,,,,,,,
755,CYCLOTHONE SP.,ANGLEMOUTH (NS),,,,,,,,,,
756,STOMIAS SP.,DRAGONFISH UNIDENTIFIED,,,,,,,,,,
757,PHYSICULUS FULVUS,LITTLE MORID,,,,,,,,,,
758,LOBIANCHIA DOFLEINI,DOFLEINS LANTERNFISH,,,,,,,,,,
759,SYNGNATHUS SP.,PIPEFISH UNIDEN.,,,,,,,,,,
760,MELANOCETUS JOHNSONI,MELANOCETUS JOHNSONI,,,,,,,,,,
761,CHAENOPHRYNE LONGICEPS,CHAENOPHRYNE LONGICEPS,,,,,,,,,,
762,DOLOPICHTHYS ALLECTOR,DOLOPICHTHYS ALLECTOR,,,,,,,,,,
763,LASIOGNATHUS BEEBEI,LASIOGNATHUS BEEBEI,,,,,,,,,,
764,LEPTACANTHICHTHYS GRACILISPINIS,LEPTACANTHICHTHYS GRACILI,,,,,,,,,,
765,LOPHODOLUS ACANTHOGNATHUS,LOPHODOLUS ACANTHOGNATUS,,,,,,,,,,
766,MICROLOPHICHTHYS MICROLOPHUS,MICROLOPHICHTHYS MICROLOP,,,,,,,,,,
767,ONEIRODES ESCHRICHTII,ONEIRODES ESCHRICHTII,,,,,,,,,,
768,ONEIRODES SP.,ONEIRODES SP.,,,,,,,,,,
769,FUNDULUS HETEROCLITUS,MUMMICHOG,,,,,,,,,,
770,MENIDIA MENIDIA,ATLANTIC SILVERSIDE,364,SILVERSIDE,,,,,,,,
771,POLYMIXIA LOWEI,BEARDFISH,,,,,,,,,,
772,DIRETMUS ARGENTEUS,SPINYFIN,,,,,,,,,,
773,GEPHYROBERYX DARWINI,GEPHYROBERYX DARWINI,,,,,,,,,,
774,ANOPLOGASTER CORNUTA,OGREFISH,,,,,,,,,,
775,BERYX DECADACTYLUS,ALFONSIN A CASTA LARGA,,,,,,,,,,
776,BERYX SPLENDENS,ALFONSIN A CASTA,,,,,,,,,,
777,GRAMMICOLEPIS BRACHIUSCULUS,THORNY TINSELFISH,,,,,,,,,,
778,LAMPRIS GUTTATUS,OPAH,,,,,,,,,,
779,HIPPOCAMPUS ERECTUS,LINED SEAHORSE,,,,,,,,,,
780,FISTULARIA TABACARIA,BLUESPOTTED CORNETFISH,,,,,,,,,,
781,APOGON MACULATUS,FLUMEFISH,,,,,,,,,,
782,APOGON SELLICAUDE,APOGON SELLICAUDE,,,,,,,,,,
783,HOWELLA SHERBORNI,SHERBORNS CARDINALFISH,,,,,,,,,,
784,APHANOPUS CARBO,BLACK SCABBARDFISH,,,,,,,,,,
785,ARIOMMA BONDI,SILVER-RAG,,,,,,,,,,
786,SCHEDOPHILUS MEDUSOPHAGUS,CORNISH BLACKFISH,,,,,,,,,,
787,CENTROLOPHUS NIGER,BLACK RUFF,,,,,,,,,,
788,NOMEUS GRONOVII,MAN-OF-WAR FISH,,,,,,,,,,
789,PSENES MACULATUS,SILVER DRIFTFISH,,,,,,,,,,
790,TETRAGONURUS ATLANTICUS,BIGEYE SQUARETAIL,,,,,,,,,,
791,TETRAGONURUS CUVIERI,SMALLEYE SQUARETAIL,,,,,,,,,,
792,LAGOCEPHALUS LAGOCEPHALUS,OCEANIC PUFFER,,,,,,,,,,
793,CHILOMYCTERUS SCHOEPFI,STRIPED BURRFISH,,,,,,,,,,
794,LACTOPHRYS TRIGONUS,TRUNKFISH,,,,,,,,,,
795,SCOPELOGADUS BEANII,BEANS BLUEBACK,,,,,,,,,,
796,SCOPELOBERYX OPISTHOPTERUS,SCOPELOBERYX OPISTHOPTERU,,,,,,,,,,
797,POROMITRA MEGALOPS,POROMITRA MEGALOPS,,,,,,,,,,
798,MELAMPHAES MICROPS,MELAMPHAES MICROPS,,,,,,,,,,
799,POROMITRA CAPITO,POROMITRA CAPITO,,,,,,,,,,
800,POROMITRA CRASSICEPS,POROMITRA CRASSICEPS,,,,,,,,,,
801,TRACHINOCEPHALUS MYOPS,SNAKEFISH,,,,,,,,,,
802,BERYCIFORMES O.,BERYCOID FISH,,,,,,,,,,
803,RACHYCENTRON CANADUM,COBIA,,,,,,,,,,
804,GOBIIDAE F.,"GOBIES,UNIDENTIFIED",,,,,,,,,,
805,SYMPHURUS SP.,TONGUEFISH,,,,,,,,,,
806,DACTYLOPTERUS VOLITANS,FLYING GURNARD,,,,,,,,,,
807,SAURIDA NORMANI,SHORTJAW LIZARDFISH,,,,,,,,,,
808,SYNODUS SYNODUS,RED LIZARDFISH,,,,,,,,,,
809,LACTOPHRYS TRIQUETER,SMOOTH TRUNKFISH,,,,,,,,,,
810,AMPHELIKTURUS DENDRITICUS,PIPEHORSE,,,,,,,,,,
811,MYCTOPHIFORMES O.,MYCTOPHIFORMES,,,,,,,,,,
812,SYNODUS SP.,SYNODUS SP.,,,,,,,,,,
813,ARIOMMA SP.,ARIOMMA SP.,,,,,,,,,,
814,BATHYSAURUS FEROX,BATHYSAURUS FEROX,,,,,,,,,,
815,EUTAENIOPHORUS SP.,EUTAENIOPHORUS SP.,,,,,,,,,,
816,SYMPHURUS DIOMEDEANUS,TONGUE FISH,,,,,,,,,,
817,LEPTOSTOMIAS SP.,LEPTOSTOMIAS SP.,,,,,,,,,,
818,ARISTOSTOMIAS TITTMANNI,ARISTOSTOMIAS TITTMANNI,,,,,,,,,,
819,MALACOSTEIDAE F.,LOOSEJAWS (NS),,,,,,,,,,
820,CUBICEPS PAUCIRADIATUS,CUBICEPS PAUCIRADIATUS,,,,,,,,,,
821,NOMEIDAE F.,DRIFTFISHES,,,,,,,,,,
822,PSENES PELLUCIDUS,PSENES PELLUCIDUS,,,,,,,,,,
823,SARGOCENTRON BULLISI,SARGOCENTRON BULLISI,,,,,,,,,,
824,BENTHODESMUS TENUIS,BENTHODESMUS TENUIS,,,,,,,,,,
825,STOMIAS AFFINIS,STOMIAS AFFINIS,,,,,,,,,,
826,CANTHIDERMIS SUFFLAMEN,OCEAN TRIGGERFISH,,,,,,,,,,
827,SPHOEROIDES SP.,PUFFER,,,,,,,,,,
828,HOLANTHIAS MARTINICENSIS,ROUGHTONGUE BASS,,,,,,,,,,
829,PARACONGER CAUDILIMBATUS,MARGINTAIL CONGER,,,,,,,,,,
830,ACANTHOCYBIUM SOLANDRI,WAHOO,,,,,,,,,,
831,BREGMACEROS MACCLELLANDI,BREGMACEROS MACCLELLANDI,,,,,,,,,,
832,SAURIDA CARRIBBEA,SAURIDA CARRIBBEA,,,,,,,,,,
833,SAURIDA BRASILIENSIS,"LIZARDFISH,LARGESCALE",,,,,,,,,,
834,ETRUMEUS SADINA,ETRUMEUS SADINA,,,,,,,,,,
835,MAKAIRA INDICA,BLACK MARLIN,,,,,,,,,,
836,ANCHOA LAMPROTAENIA,ANCHOA LAMPROTAENIA,,,,,,,,,,
837,ALBULA SP.,ALBULA SP.,,,,,,,,,,
838,GORDIICHTHYS LEIBYI,GORDIICHTHYS LEIBYI,,,,,,,,,,
839,LETHARCHUS ALICULATUS,LETHARCHUS ALICULATUS,,,,,,,,,,
840,TETRAPTURUS PFLUEGERI,LONGBILL SPEARFISH,,,,,,,,,,
841,LAMPETRA JAPONICA,LAMPETRA JAPONICA,,,,,,,,,,
842,LAMPETRA LAMOTTEI,LAMPETRA LAMOTTEI,,,,,,,,,,
843,JENKINSIA LAMPROTAENIA,DWARF HERRING,,,,,,,,,,
844,HALIEUTICHTHYS ACULEATUS,"BATFISH,SPINY",,,,,,,,,,
845,LYCODES EUDIPLEUROSTICTUS,EELPOUT (NS),,,,,,,,,,
846,THUNNUS ATLANTICUS,BLACKFIN TUNA,,,,,,,,,,
847,EUSTOMIAS BRAUERI,EUSTOMIAS BRAUERI,,,,,,,,,,
848,EUSTOMIAS LONGIBARBA,EUSTOMIAS LONGIBARBA,,,,,,,,,,
849,EUSTOMIAS SILVESCENS,EUSTOMIAS SILVESCENS,,,,,,,,,,
850,SCOPELOSAURUS MAULI,SCOPELOSAURUS MAULI,,,,,,,,,,
851,CARASSIUS AURATUS,CARASSIUS AURATUS,,,,,,,,,,
852,CHROSOMUS EOS,CHROSOMUS EOS,,,,,,,,,,
853,CHROSOMUS NEOGAEUS,CHROSOMUS NEOGAEUS,,,,,,,,,,
854,COUESIUS PLUMBEUS,"CHUB,LAKE",,,,,,,,,,
855,MICRODESMIDAE F.,MICRODESMIDAE F.,,,,,,,,,,
856,NOTEMIGOMUS CRYSOLEUCAS,NOTEMIGOMUS CRYSOLEUCAS,,,,,,,,,,
857,EUSTOMIAS SIMPLEX,EUSTOMIAS SIMPLEX,,,,,,,,,,
858,PACHYSTOMIAS MICRODON,PACHYSTOMIAS MICRODON,,,,,,,,,,
859,MELANOSTOMIAS SP.,MELANOSTOMIAS SP.,,,,,,,,,,
860,BOLINICHTHYS SP.,BOLINICHTHYS SP.,,,,,,,,,,
861,HYGOPHUM SP.,HYGOPHUM SP.,,,,,,,,,,
862,DICROLENE INTRONIGRA,DICROLENE INTRONIGRA,,,,,,,,,,
863,BATHYPTEROIS QUADRIFILIS,BATHYPTEROIS QUADRIFILIS,,,,,,,,,,
864,LYCODES ATLANTICUS,LYCODES ATLANTICUS,,,,,,,,,,
865,ALDROVANDIA PHALACRA,ALDROVANDIA PHALACRA,,,,,,,,,,
866,XENOLEPIDICHTHYS DALGLEISHI,XENOLEPIDICHTHYS DALGLEISHI,,,,,,,,,,
867,GIGANTACTIS VANHOEFFENI,GIGANTACTIS VANHOEFFENI,,,,,,,,,,
868,PARALIPARIS CALIDUS,SEASNAIL,,,,,,,,,,
869,PARALIPARIS GARMANI,SEASNAIL,,,,,,,,,,
870,MONOMITOPUS AGASSIZI,MONOMITOPUS AGASSIZI,,,,,,,,,,
871,SCOPELOGADUS MIZOLEPIS,SCOPELOGADUS MIZOLEPIS,,,,,,,,,,
872,MELANOSTOMIAS MELANOPOGON,MELANOSTOMIAS MELANOPOGON,,,,,,,,,,
873,RYPTICUS SP.,RYPTICUS SP.,,,,,,,,,,
874,LEPTOSTOMIAS GLADIATOR,LEPTOSTOMIAS GLADIATOR,,,,,,,,,,
875,ASTRONESTHES GEMMIFER,ASTRONESTHES GEMMIFER,,,,,,,,,,
876,STEMONOSUDIS INTERMEDIA,STEMONOSUDIS INTERMEDIA,,,,,,,,,,
877,NESIARCHUS NASUTUS,LONGNOSE ESCOLAR,,,,,,,,,,
878,EPIGONUS SP.,EPIGONUS SP.,,,,,,,,,,
879,EPINEPHELUS MORIO,"GROUPER,RED",,,,,,,,,,
880,ARTEDIELLUS ATLANTICUS,"HOOKEAR SCULPIN,ATL.",,,,,,,,,,
881,MYCTOPHUM OBTUSIROSTRE,MYCTOPHUM OBTUSIROSTRE,,,,,,,,,,
882,LAMPANYCTUS CUPRARIUS,LAMPANYCTUS CUPRARIUS,,,,,,,,,,
883,GONOSTOMA BATHYPHILUM,GONOSTOMA BATHYPHILUM,,,,,,,,,,
884,NEONESTHES CAPERSIS,NEONESTHES CAPERSIS,,,,,,,,,,
885,RHADINESTHES DECIMUS,RHADINESTHES DECIMUS,,,,,,,,,,
886,ZU CRISTATUS,ZU CRISTATUS,,,,,,,,,,
887,CHIASMODON BOLANGERI,CHIASMODON BOLANGERI,,,,,,,,,,
888,EPIGONUS TELESCOPUS,EPIGONUS TELESCOPUS,,,,,,,,,,
889,SEARSIA KOEFOEDI,SEARSIA KOEFOEDI,,,,,,,,,,
890,AMIA CALVA,AMIA CALVA,,,,,,,,,,
891,LAMPRIFORMES,LAMPRIFORMES,,,,,,,,,,
892,TRACHIPTERIDAE,RIBBONFISHES (NS),,,,,,,,,,
893,TRACHIPTEROIDEI,TRACHIPTEROIDEI,,,,,,,,,,
894,STERNOPTYX PSEUDOBSCURA,STERNOPTYX PSEUDOBSCURA,,,,,,,,,,
895,PHOTOSTYLUS PYCNOPTERUS,PHOTOSTYLUS PYCNOPTERUS,,,,,,,,,,
896,EINARA EDENTULA,EINARA EDENTULA,,,,,,,,,,
897,SYNAGROPS SP.,SYNAGROPS SP.,,,,,,,,,,
898,TARACTES ASPER,TARACTES ASPER,,,,,,,,,,
899,EPINEPHELUS SP.,EPINEPHELUS SP.,,,,,,,,,,
900,PHOCIDAE F.,SEALS (NS),845,SEAL,,,,,,,,
901,ECTREPOSEBASTES IMUS,ECTREPOSEBASTES IMUS,,,,,,,,,,
902,LINOPHRYNIDAE,LINOPHRYNIDAE,,,,,,,,,,
903,LINOPHRYNE BREVIBARBIS,LINOPHRYNE BREVIBARBIS,,,,,,,,,,
904,EDRIOLYCHNUS SCHMIDTI,EDRIOLYCHNUS SCHMIDTI,,,,,,,,,,
905,LINOPHRYNE MACRODON,LINOPHRYNE MACRODON,,,,,,,,,,
906,UNCISUDIS LONGIROSTRIS,UNCISUDIS LONGIROSTRIS,,,,,,,,,,
907,PARALEPIS BREVIROSTRIS,PARALEPIS BREVIROSTRIS,,,,,,,,,,
908,ASTRONESTHES MICROPOGON,ASTRONESTHES MICROPOGON,,,,,,,,,,
909,CHIASMODON SP.,CHIASMODON SP.,,,,,,,,,,
910,ODOBENIDAE F.,ODOBENIDAE F.,,,,,,,,,,
911,TRACHIPTERUS TRACHIPTERUS,TRACHIPTERUS TRACHIPTERUS,,,,,,,,,,
912,ARGYROPELECUS SLADENI,ARGYROPELECUS SLADENI,,,,,,,,,,
913,AVOCETTINA INFANS,AVOCETTINA INFANS,,,,,,,,,,
914,HOLTBYRNIA ANOMALA,HOLTBYRNIA ANOMALA,,,,,,,,,,
915,NORMICHTHYS OPEROSUS,NORMICHTHYS OPEROSUS,,,,,,,,,,
916,BATHOPHILUS CHIRONEMA,BATHOPHILUS CHIRONEMA,,,,,,,,,,
917,MELAMPHAES LEPRUS,MELAMPHAES LEPRUS,,,,,,,,,,
918,BATHOPHILUS LONGIPINNIS,BATHOPHILUS LONGIPINNIS,,,,,,,,,,
919,SCOPELOBERYX NIGRESCENS,SCOPELOBERYX NIGRESCENS,,,,,,,,,,
920,ODONTOCEIT S.O.(WHALES),WHALES (NS),,,,,,,,,,
921,GLOBICEPHALA MELAENA,ATLANTIC PILOT WHALE,,,,,,,,,,
922,HYPEROODON AMPULLATUS,NORTH-BOTTLENOSE WHALE,884,NORTHERN BOTTLENOSE WHALE,,,,,,,,
923,LEPTOSTOMIAS LONGIBARBA,LEPTOSTOMIAS LONGIBARBA,,,,,,,,,,
924,CAREPROCTUS RANULA,SEA TADPOLE,,,,,,,,,,
925,MELANOSTOMIAS BARTONBEANI,MELANOSTOMIAS BARTONBEANI,,,,,,,,,,
926,SCOMBROLABRAX HETEROLEPIS,SCOMBROLABRAX HETEROLEPIS,,,,,,,,,,
927,GEMPYLUS SERPENS,SNAKE MACKEREL,,,,,,,,,,
928,ARGYROPELECUS SP.,ARGYROPELECUS SP.,,,,,,,,,,
929,GONOSTOMA ATLANTICUM,GONOSTOMA ATLANTICUM,,,,,,,,,,
930,ODONTOCEIT S.O.(DOLPHINS),DOLPHINS (NS),,,,,,,,,,
931,TURSIOPS TRUNCATUS,ATL BOTTLENOSED DOLPHIN,,,,,,,,,,
932,LAGENORHYNCHUS ALBIROSTRIS,WHITE BEAKED DOLPHIN,876,"DOLPHIN,WHITE-BEAKED",,,,,,,,
933,LAGENORHYNCHUS ACUTUS,ATL WHITE-SIDED DOLPHIN,,,,,,,,,,
934,PHOTOSTOMIAS SP.,PHOTOSTOMIAS SP.,,,,,,,,,,
935,DIPLOPHOS MADERENSIS,DIPLOPHOS MADERENSIS,,,,,,,,,,
936,CHAENOPHRYNE DRACO,CHAENOPHRYNE DRACO,,,,,,,,,,
937,MACROPARALEPIS NIGRA,MACROPARALEPIS NIGRA,,,,,,,,,,
938,EVOXYMETOPON TAENIATUS,EVOXYMETOPON TAENIATUS,,,,,,,,,,
939,LAMPADENA ANOMALA,LAMPADENA ANOMALA,,,,,,,,,,
940,BROTULA BARBATA,BEARDED BROTULA,,,,,,,,,,
941,GRAMMATOSTOMIAS FLAGELLIBARBA,GRAMMATOSTOMIAS FLAGELLIBARBA,,,,,,,,,,
942,POLYMETME CORYTHAEOLA,POLYMETME CORYTHAEOLA,,,,,,,,,,
943,MELANOSTOMIAS VALDIVIAE,MELANOSTOMIAS VALDIVIAE,,,,,,,,,,
